geo_id,geography,date_start,date_end,platform_and_product,facet,level,variable,cluster_name,value,region,augmentation_ratio
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",16.0,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",1.2965964343598055,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",21.0,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",1.7017828200972445,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",18.0,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",1.4586709886547813,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",27.0,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",2.188006482982172,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",18.0,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",1.4586709886547813,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",31.0,Southeast,1.2911877394636018
AL,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",2.512155591572123,Southeast,1.2911877394636018
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,directive,35.64954682779456,Southeast,1.482625482625483
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,feedback loop,9.214501510574015,Southeast,1.482625482625483
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,learning,22.20543806646526,Southeast,1.482625482625483
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,task iteration,26.586102719033235,Southeast,1.482625482625483
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,validation,3.474320241691843,Southeast,1.482625482625483
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",15.0,Southeast,1.482625482625483
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",2.2658610271903323,Southeast,1.482625482625483
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",19.0,Southeast,1.482625482625483
AR,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",2.8700906344410875,Southeast,1.482625482625483
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,directive,36.93947946064597,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,feedback loop,10.191282533709629,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,learning,22.10724365004704,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,task iteration,23.23612417685795,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,validation,5.393540294763248,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,24.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,0.7525870178739417,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"answer customers' questions, and provide information on procedures or policies.",17.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"answer customers' questions, and provide information on procedures or policies.",0.533082470994042,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,assist students who need extra help with their coursework outside of class.,30.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,assist students who need extra help with their coursework outside of class.,0.940733772342427,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",15.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",0.4703668861712135,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,17.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,confer with clients regarding the nature of the information processing or computation needs a computer program is to address.,0.533082470994042,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,46.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,1.4424584509250549,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"design, build, or maintain web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",52.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"design, build, or maintain web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",1.6306052053935405,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"determine sources of web page or server problems, and take action to correct such problems.",16.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"determine sources of web page or server problems, and take action to correct such problems.",0.5017246785826278,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"develop briefings, brochures, multimedia presentations, web pages, promotional products, technical illustrations, and computer artwork for use in products, technical manuals, literature, newsletters, and slide shows.",17.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"develop briefings, brochures, multimedia presentations, web pages, promotional products, technical illustrations, and computer artwork for use in products, technical manuals, literature, newsletters, and slide shows.",0.533082470994042,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,develop instructional materials to be used by educators and instructors.,24.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,develop instructional materials to be used by educators and instructors.,0.7525870178739417,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"develop instructional materials, such as lesson plans, handouts, or examinations.",25.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"develop instructional materials, such as lesson plans, handouts, or examinations.",0.783944810285356,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,develop or apply data mining and machine learning algorithms.,18.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,develop or apply data mining and machine learning algorithms.,0.5644402634054563,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",69.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"diagnose, troubleshoot, and resolve hardware, software, or other network and system problems, and replace defective components when necessary.",2.1636876763875823,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"edit or rewrite existing copy as necessary, and submit copy for approval by supervisor.",51.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"edit or rewrite existing copy as necessary, and submit copy for approval by supervisor.",1.599247412982126,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",31.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"edit, standardize, or make changes to material prepared by other writers or establishment personnel.",0.9720915647538414,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,guide clients in the development of skills or strategies for dealing with their problems.,21.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,guide clients in the development of skills or strategies for dealing with their problems.,0.658513640639699,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"instruct individuals in career development techniques such as job search and application strategies, resume writing, and interview skills.",41.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"instruct individuals in career development techniques such as job search and application strategies, resume writing, and interview skills.",1.2856694888679836,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"instruct through lectures, discussions, and demonstrations in one or more subjects, such as english, mathematics, or social studies.",25.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"instruct through lectures, discussions, and demonstrations in one or more subjects, such as english, mathematics, or social studies.",0.783944810285356,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",79.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",2.477265600501725,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",72.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance.",2.257761053621825,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"organize information for publication and for other means of dissemination, such as use in cd-roms or internet sites.",20.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"organize information for publication and for other means of dissemination, such as use in cd-roms or internet sites.",0.6271558482282847,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",17.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source.",0.533082470994042,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",55.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",1.724678582627783,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",51.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",1.599247412982126,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"provide occupational, educational, and other information to individuals so that they can make educational and vocational plans.",15.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"provide occupational, educational, and other information to individuals so that they can make educational and vocational plans.",0.4703668861712135,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",32.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",1.0034493571652556,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,provide professional consulting services to government or industry.,16.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,provide professional consulting services to government or industry.,0.5017246785826278,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",15.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",0.4703668861712135,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",15.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.4703668861712135,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"search electronic sources, such as databases or repositories, or manual sources for information.",24.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"search electronic sources, such as databases or repositories, or manual sources for information.",0.7525870178739417,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"troubleshoot problems involving office equipment, such as computer hardware and software.",19.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"troubleshoot problems involving office equipment, such as computer hardware and software.",0.5957980558168705,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",83.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",2.6026967701473813,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",35.0,West,1.311851851851852
AZ,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",1.0975227343994982,West,1.311851851851852
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,directive,32.814489613622975,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,feedback loop,6.22042305718684,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,learning,18.309671779082805,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,task iteration,16.43955375639052,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),collaboration,0,collaboration_pct,validation,3.740236045384571,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,adapt instructional content or delivery methods for different levels or types of learners.,16.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,adapt instructional content or delivery methods for different levels or types of learners.,0.0304084231332078,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",93.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",0.1767489594617709,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",17.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",0.0323089495790333,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",24.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",0.0456126346998118,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise clients on financial and legal matters such as investments and taxes.,79.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise clients on financial and legal matters such as investments and taxes.,0.150141589220214,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise clients on how they could be helped by counseling.,37.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise clients on how they could be helped by counseling.,0.0703194784955432,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",51.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",0.0969268487371001,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",29.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.0551152669289393,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",29.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",0.0551152669289393,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise students on academic and vocational curricula and on career issues.,39.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise students on academic and vocational curricula and on career issues.,0.0741205313871942,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",22.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.0418115818081608,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",35.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.0665184256038922,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",16.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.0304084231332078,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze and record test data to issue reports that use charts, graphs, or narratives.",23.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.0437121082539863,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",20.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.0380105289165098,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze characteristics of animals to identify and classify them.,110.0,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze characteristics of animals to identify and classify them.,0.2090579090408043,West,1.1207757096807738
CA,state_us,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,18.0,West,1.1207757096807738
