geo_id,geography,date_start,date_end,platform_and_product,facet,level,variable,cluster_name,value
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",0.021133525456292
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"administer, proctor, or score academic or diagnostic assessments.",25.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"administer, proctor, or score academic or diagnostic assessments.",0.0120076849183477
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise and teach students.,35.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise and teach students.,0.0168107588856868
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",92.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",0.0441882804995196
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",26.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",0.0124879923150816
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",56.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",0.0268972142170989
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",89.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",0.0427473583093179
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise clients on financial and legal matters such as investments and taxes.,335.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise clients on financial and legal matters such as investments and taxes.,0.1609029779058597
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise clients on how they could be helped by counseling.,168.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise clients on how they could be helped by counseling.,0.0806916426512968
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",275.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",0.1320845341018251
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise corporations on issues involving corporate image projects or problems.,30.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise corporations on issues involving corporate image projects or problems.,0.0144092219020172
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise customers concerning equipment operation, maintenance, or programming.",26.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise customers concerning equipment operation, maintenance, or programming.",0.0124879923150816
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise customers of necessary actions and strategies for debt repayment.,21.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise customers of necessary actions and strategies for debt repayment.,0.0100864553314121
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise customers on plant selection or care.,47.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise customers on plant selection or care.,0.0225744476464937
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise customers on use and care of merchandise.,15.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise customers on use and care of merchandise.,0.0072046109510086
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",150.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",0.0720461095100864
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise or assist in obtaining patents or meeting other legal requirements.,32.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise or assist in obtaining patents or meeting other legal requirements.,0.0153698366954851
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",53.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",0.0254562920268972
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",161.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",0.0773294908741594
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise students on academic and vocational curricula and career issues.,58.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise students on academic and vocational curricula and career issues.,0.0278578290105667
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,advise students on academic and vocational curricula and on career issues.,183.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,advise students on academic and vocational curricula and on career issues.,0.0878962536023054
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise students on academic and vocational curricula, and on career issues.",55.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise students on academic and vocational curricula, and on career issues.",0.026416906820365
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise students on academic and vocational curricula, career issues, and laboratory and field research.",47.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise students on academic and vocational curricula, career issues, and laboratory and field research.",0.0225744476464937
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise students on course selection, career decisions, and other academic and vocational concerns.",39.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise students on course selection, career decisions, and other academic and vocational concerns.",0.0187319884726224
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"advise students on issues such as course selection, progress toward graduation, and career decisions.",37.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"advise students on issues such as course selection, progress toward graduation, and career decisions.",0.0177713736791546
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"align, adjust, or calibrate equipment according to specifications.",20.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"align, adjust, or calibrate equipment according to specifications.",0.0096061479346781
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze and classify risks and investments to determine their potential impacts on companies.,20.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze and classify risks and investments to determine their potential impacts on companies.,0.0096061479346781
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",93.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.0446685878962536
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze and interpret data to increase the understanding of human social behavior.,17.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze and interpret data to increase the understanding of human social behavior.,0.0081652257444764
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",180.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",0.0864553314121037
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",40.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",0.0192122958693563
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze and record test data to issue reports that use charts, graphs, or narratives.",82.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze and record test data to issue reports that use charts, graphs, or narratives.",0.0393852065321806
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze and report computer network security breaches or attempted breaches.,33.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze and report computer network security breaches or attempted breaches.,0.015850144092219
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,19.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze available data and consult with other scientists to determine parameters of experimentation and suitability of analytical models.,0.0091258405379442
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",86.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.0413064361191162
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze characteristics of animals to identify and classify them.,436.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze characteristics of animals to identify and classify them.,0.2094140249759846
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze competitive market strategies through analysis of related product, market, or share trends.",44.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze competitive market strategies through analysis of related product, market, or share trends.",0.021133525456292
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",33.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze complex systems to determine potential for further development, production, interoperability, compatibility, or usefulness in a particular area, such as aviation.",0.015850144092219
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",41.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.0196926032660903
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze data from surveys, old records, or case studies, using statistical software.",39.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze data from surveys, old records, or case studies, using statistical software.",0.0187319884726224
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",63.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",0.0302593659942363
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze data to determine answers to questions from customers or members of the public.,24.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze data to determine answers to questions from customers or members of the public.,0.0115273775216138
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze data to determine feasibility of product proposals.,24.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze data to determine feasibility of product proposals.,0.0115273775216138
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,69.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,0.0331412103746397
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",31.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",0.0148895292987512
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze experimental data and interpret results to write reports and summaries of findings.,335.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze experimental data and interpret results to write reports and summaries of findings.,0.1609029779058597
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,255.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.1224783861671469
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze information obtained from management to conceptualize and define operational problems.,191.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze information obtained from management to conceptualize and define operational problems.,0.0917387127761767
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",144.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",0.0691642651296829
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",194.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",0.0931796349663784
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",63.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",0.0302593659942363
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",248.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",0.1191162343900096
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze laboratory findings to check the accuracy of the results.,23.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze laboratory findings to check the accuracy of the results.,0.0110470701248799
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",158.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze large molecular datasets such as raw microarray data, genomic sequence data, and proteomics data for clinical or basic research purposes.",0.0758885686839577
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze market conditions to determine optimum times to execute securities transactions.,45.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze market conditions to determine optimum times to execute securities transactions.,0.0216138328530259
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze network data to determine network usage, disk space availability, or server function.",15.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze network data to determine network usage, disk space availability, or server function.",0.0072046109510086
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",443.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze operations to evaluate performance of a company or its staff in meeting objectives or to determine areas of potential cost reduction, program improvement, or policy change.",0.212776176753122
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze or synthesize client data to draw conclusions or make recommendations for therapy.,32.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze or synthesize client data to draw conclusions or make recommendations for therapy.,0.0153698366954851
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",646.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze organic or inorganic compounds to determine chemical or physical properties, composition, structure, relationships, or reactions, using chromatography, spectroscopy, or spectrophotometry techniques.",0.3102785782901057
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",236.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.1133525456292027
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,54.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,0.0259365994236311
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,131.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze patrons' requests to determine needed information and assist in furnishing or locating that information.,0.0629202689721421
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze potential loan markets to find opportunities to promote loans and financial services.,27.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze potential loan markets to find opportunities to promote loans and financial services.,0.0129682997118155
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",19.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze price proposals, financial reports, and other data and information to determine reasonable prices.",0.0091258405379442
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze problems to develop solutions involving computer hardware and software.,39.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze problems to develop solutions involving computer hardware and software.,0.0187319884726224
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",26.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze recipes to assign prices to menu items, based on food, labor, and overhead costs.",0.0124879923150816
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",187.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze records, reports, test results, or examination information to diagnose medical condition of patient.",0.0898174831892411
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze research data to determine its significance, using computers.",110.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze research data to determine its significance, using computers.",0.05283381364073
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze system performance or operational requirements.,251.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze system performance or operational requirements.,0.1205571565802113
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze target companies or investment opportunities to inform investment decisions.,172.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze target companies or investment opportunities to inform investment decisions.,0.0826128722382324
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze test data, making computations as necessary, to determine test results.",169.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze test data, making computations as necessary, to determine test results.",0.0811719500480307
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",29.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed.",0.0139289145052833
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",40.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze the layout, instrumentation, or function of electrical generation or transmission facilities.",0.0192122958693563
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",28.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,"analyze trends in sales prices, construction costs, and rents, to assess property values or determine the accuracy of assessments.",0.0134486071085494
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze user needs and recommend appropriate hardware.,32.0
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_pct,analyze user needs and recommend appropriate hardware.,0.0153698366954851
US,country,2025-08-04,2025-08-11,Claude AI (Free and Pro),onet_task,0,onet_task_count,analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,1352.0
